City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,sinabang,2.4803,96.3801,26.28,86,100,7.32,ID,1683408391
276,al hilaliyya,14.9398,33.234,34.82,10,4,3.91,SD,1683408391
277,fort st. john,56.2499,-120.8529,19.94,24,40,9.26,CA,1683408392
278,erdenet,49.0333,104.0833,4.92,32,97,1.24,MN,1683408392
279,landeck,47.1301,10.5636,14.41,85,100,0.82,AT,1683408393
280,sur,22.5667,59.5289,28.54,58,0,5.06,OM,1683408393
281,rawson,-43.3002,-65.1023,18.72,44,5,4.05,AR,1683408394
282,kidal,18.4411,1.4078,35.38,8,42,4.56,ML,1683408394
283,sandikli,38.4647,30.2695,9.5,89,100,2.18,TR,1683408394
284,skowhegan,44.7651,-69.7192,24.31,49,75,4.14,US,1683408395
285,mizdah,31.4451,12.9801,21.78,26,4,3.39,LY,1683408395
286,tabuk,17.4189,121.4443,23.94,80,1,1.65,PH,1683408396
287,canutama,-6.5339,-64.3831,25.56,93,95,0.96,BR,1683408396
288,esfarayen,37.0765,57.5101,7.81,42,0,1.57,IR,1683408397
289,rampachodavaram,17.45,81.7667,26.1,85,85,0.65,IN,1683408397
290,reggane,26.7158,0.1714,35.23,6,100,1.39,DZ,1683408397
291,val-d'or,48.1002,-77.7828,19.05,27,75,2.57,CA,1683408398
292,ekibastuz,51.6667,75.3667,14.91,26,11,2.4,KZ,1683408398
293,sechenovo,55.2244,45.8906,1.91,67,1,4.32,RU,1683408399
294,fort morgan,40.2503,-103.8,23.36,16,0,4.12,US,1683408107
295,porto murtinho,-21.6989,-57.8825,24.22,73,100,3.62,BR,1683408400
296,wainwright,52.839,-110.8572,12.42,52,79,8.33,CA,1683408400
297,puerto cabezas,14.0351,-83.3888,30.98,74,20,6.17,NI,1683408400
298,st. john's,47.5649,-52.7093,4.32,91,100,5.14,CA,1683408195
299,mahajanga,-15.7167,46.3167,25.01,83,20,1.03,MG,1683408401
300,rethymno,35.3647,24.4714,17.89,77,12,5.66,GR,1683408402
301,dalbandin,28.8947,64.4101,23.71,11,0,1.32,PK,1683408402
302,cabo san lucas,22.8909,-109.9124,28.17,53,75,3.09,MX,1683408251
303,talara,-4.5772,-81.2719,29.42,65,0,1.54,PE,1683408403
304,palikir - national government center,6.9248,158.1611,27.41,94,100,0.0,FM,1683408404
305,argo,37.6333,22.7333,15.99,60,41,2.11,GR,1683408404
306,uturoa,-16.7333,-151.4333,27.75,77,100,8.48,PF,1683408404
307,sassandra,4.95,-6.0833,27.26,83,22,4.45,CI,1683408405
308,khorixas,-20.3667,14.9667,19.74,46,20,2.32,NA,1683408405
309,nishinoomote,30.7333,131.0,21.54,93,100,5.6,JP,1683408406
310,correntina,-13.3433,-44.6367,25.8,39,0,2.28,BR,1683408406
311,commentry,46.2921,2.7416,15.93,83,99,1.19,FR,1683408406
312,plettenberg bay,-34.0527,23.3716,15.29,79,1,3.05,ZA,1683408407
313,traralgon,-38.1833,146.5333,4.68,98,100,1.82,AU,1683408407
314,chela,34.069,104.4619,6.7,92,100,1.22,CN,1683408408
315,haenam,34.5711,126.5989,12.77,86,100,5.12,KR,1683408408
316,oranjemund,-28.55,16.4333,12.75,89,0,2.83,NA,1683408409
317,parkersburg,39.2667,-81.5615,25.86,28,0,3.6,US,1683408409
318,carauari,-4.8828,-66.8958,26.13,85,100,1.25,BR,1683408409
319,butterworth,5.3991,100.3638,27.03,89,20,2.06,MY,1683408410
320,rio grande,-32.035,-52.0986,19.06,99,100,3.93,BR,1683408410
321,kaifeng,34.7911,114.3483,14.58,45,100,4.18,CN,1683408411
322,shalqar,47.8333,59.6,15.98,23,100,2.22,KZ,1683408412
323,kampene,-3.6,26.6667,20.98,98,48,0.6,CD,1683408412
324,aasiaat,68.7098,-52.8699,-0.71,94,100,2.31,GL,1683408412
325,sierra grande,-41.606,-65.3557,22.72,25,0,4.47,AR,1683408413
326,villa gesell,-37.2639,-56.973,17.81,97,100,7.14,AR,1683408413
327,rawai,7.7797,98.3253,27.06,77,100,5.14,TH,1683408414
328,ust'-talovka,50.5493,81.85,10.25,61,0,1.43,KZ,1683408414
329,minot,48.2325,-101.2963,18.12,39,0,8.23,US,1683408415
330,mili,6.0815,171.735,28.23,79,34,5.79,MH,1683408415
331,dingwall,57.5953,-4.4272,12.73,87,100,0.6,GB,1683408416
332,astrakhan,46.3497,48.0408,12.93,93,0,2.0,RU,1683408142
333,dalandzadgad,43.5708,104.425,8.51,31,90,4.26,MN,1683408416
334,kankaanpaa,61.8,22.4167,1.42,66,83,1.75,FI,1683408417
335,namibe,-15.1961,12.1522,22.75,74,14,3.96,AO,1683408417
336,kargasok,59.0556,80.8572,11.1,85,67,3.59,RU,1683408418
337,yerofey pavlovich,53.9667,121.9667,1.82,60,8,0.86,RU,1683408418
338,nyandoma,61.669,40.1991,-2.34,80,100,3.06,RU,1683408418
339,dien bien phu,21.3833,103.0167,24.26,65,2,0.51,VN,1683408419
340,sao jose da coroa grande,-8.8978,-35.1478,25.65,75,1,2.89,BR,1683408419
341,coahuayana de hidalgo,18.7,-103.6583,33.65,43,0,3.63,MX,1683408420
342,solnechnyy,50.7214,136.6319,5.92,54,17,0.7,RU,1683408420
343,al kharijah,25.4514,30.5464,22.66,29,0,4.49,EG,1683408420
344,filadelfia,39.9523,-75.1638,23.52,36,40,3.6,US,1683408421
345,guatrache,-37.6678,-63.5302,13.35,57,100,2.14,AR,1683408421
346,saint-francois,46.4154,3.9054,16.69,72,0,1.03,FR,1683408422
347,penafiel,41.2084,-8.2829,16.12,89,37,0.43,PT,1683408422
348,gebeit,21.0667,36.3167,26.78,21,20,2.14,SD,1683408422
349,picos,-7.0769,-41.4669,28.79,53,83,3.29,BR,1683408234
350,khandyga,62.6667,135.6,1.93,94,100,4.23,RU,1683408424
351,popondetta,-8.7537,148.2534,23.49,94,7,1.19,PG,1683408424
352,panghyon-dong,39.8872,125.2414,11.01,87,100,1.35,KP,1683408425
353,vilyuchinsk,52.9306,158.4028,5.15,82,27,3.21,RU,1683408425
354,male,4.1748,73.5089,28.97,84,75,6.17,MV,1683408426
355,yokadouma,3.5167,15.05,21.97,92,99,1.69,CM,1683408426
356,juan griego,11.0817,-63.9655,29.07,65,98,10.8,VE,1683408427
357,quezon,7.7303,125.0989,22.8,95,98,0.91,PH,1683408427
358,tralee,52.2704,-9.7026,10.68,88,93,2.14,IE,1683408388
359,champerico,14.3,-91.9167,38.3,63,82,6.17,GT,1683408428
360,saint-philippe,-21.3585,55.7679,23.77,79,40,5.08,RE,1683408428
361,coquimbo,-29.9533,-71.3436,15.85,72,75,4.63,CL,1683408429
362,usogorsk,63.4106,48.6872,-2.69,91,100,4.99,RU,1683408429
363,viedma,-40.8135,-62.9967,19.82,26,0,3.98,AR,1683408429
364,rakops,-21.0167,24.3333,22.92,26,3,3.16,BW,1683408430
365,chonchi,-42.6128,-73.8092,11.56,91,100,1.79,CL,1683408430
366,lompoc,34.6391,-120.4579,22.23,70,75,5.36,US,1683408431
367,butwal,27.7006,83.4484,24.42,51,0,1.78,NP,1683408431
368,portland,45.5234,-122.6762,17.56,62,75,2.24,US,1683407901
369,kolobrzeg,54.1757,15.5834,8.97,63,100,6.37,PL,1683408432
370,govindgarh,27.5,76.9833,28.82,35,2,0.2,IN,1683408432
371,minab,27.1467,57.0801,27.66,47,0,0.6,IR,1683408432
372,ola,59.5833,151.2833,1.01,81,10,1.28,RU,1683408433
373,college,64.8569,-147.8028,10.97,41,75,5.14,US,1683408433
374,markovo,57.3206,107.0881,-2.88,99,31,1.71,RU,1683408434
375,hotan,37.0997,79.9269,10.47,22,100,6.51,CN,1683408434
376,konstantinovka,49.6167,127.9833,8.12,42,4,1.68,RU,1683408435
377,kiuruvesi,63.65,26.6167,-0.46,77,7,1.02,FI,1683408435
378,ghat,24.9647,10.1728,27.35,15,29,3.86,LY,1683408436
379,kokologo,12.1897,-1.8856,30.92,25,89,3.52,BF,1683408436
380,miguel ahumada,30.6167,-106.5167,29.72,4,98,5.55,MX,1683408436
381,pitiquito,30.7,-112.0833,29.09,13,4,5.52,MX,1683408437
382,arafat,21.3594,39.9664,29.99,20,21,2.02,SA,1683408437
383,al jawf,29.5,38.75,21.92,27,0,7.01,SA,1683408438
384,urucara,-2.5364,-57.76,27.06,89,81,1.08,BR,1683408438
385,pathein,16.7833,94.7333,28.66,75,9,5.46,MM,1683408438
386,santa croce camerina,36.8289,14.5268,12.82,87,2,1.54,IT,1683408439
387,egilsstadir,65.2653,-14.3948,8.95,76,75,5.14,IS,1683408439
388,shklow,54.2108,30.2919,0.39,58,67,2.92,BY,1683408440
389,alofi,-19.0595,-169.9187,25.94,89,100,2.06,NU,1683408440
390,hirara,24.8,125.2833,26.15,94,100,6.69,JP,1683408440
391,hargeysa,9.56,44.065,23.66,65,99,4.28,SO,1683408441
392,smara,26.7384,-11.6719,18.94,59,0,7.24,EH,1683408278
393,burnie,-41.0667,145.9167,3.3,68,2,2.55,AU,1683408442
394,saurimo,-9.6608,20.3916,20.9,69,34,1.58,AO,1683408442
395,phnom penh,11.5625,104.916,28.95,89,20,1.54,KH,1683408403
396,mhangura,-16.8939,30.1683,13.8,63,5,1.27,ZW,1683408443
397,suva,-18.1416,178.4415,24.71,94,75,3.6,FJ,1683408105
398,sinhyeon,34.8825,128.6267,12.94,82,100,8.11,KR,1683408444
399,shahrak,34.1074,64.3052,6.25,49,0,1.02,AF,1683408444
400,isangel,-19.55,169.2667,26.54,78,9,2.02,VU,1683408444
401,ta`u,-14.2336,-169.5144,27.83,73,10,4.92,AS,1683408445
402,colonia,50.9333,6.95,16.03,88,0,1.03,DE,1683408252
403,chernomorskoye,45.5039,32.6997,12.93,73,99,11.65,UA,1683408446
404,aberdeen,57.1437,-2.0981,8.7,100,100,5.14,GB,1683408328
405,jacksonville,30.3322,-81.6556,23.92,83,100,3.09,US,1683408436
406,inhumas,-16.3578,-49.4961,25.85,62,89,1.37,BR,1683408447
407,westport,41.1415,-73.3579,23.5,34,0,6.17,US,1683408447
408,dongola,19.1667,30.4833,29.52,17,22,8.18,SD,1683408448
409,pacific grove,36.6177,-121.9166,17.72,73,75,7.2,US,1683408402
410,tongchuanshi,35.0806,109.0897,9.5,92,100,1.83,CN,1683408448
411,minas de marcona,-15.2119,-75.1103,18.9,69,30,5.97,PE,1683408449
412,san julian,21.0167,-102.1667,31.78,11,30,3.88,MX,1683408450
413,palmer,42.1584,-72.3287,23.12,28,40,4.12,US,1683408177
414,howard springs,-12.497,131.047,24.95,77,12,2.97,AU,1683408450
415,bayanhongor,46.7167,100.1167,2.89,74,100,0.87,MN,1683408451
416,saldanha,-33.0117,17.9442,15.03,90,10,1.3,ZA,1683408397
417,la sarre,48.8002,-79.1996,17.37,38,61,2.5,CA,1683408452
418,semey,50.4111,80.2275,14.13,53,0,3.43,KZ,1683408452
419,port douglas,-16.4833,145.4667,24.15,86,99,3.99,AU,1683408274
420,hadibu,12.65,54.0333,28.38,79,7,2.15,YE,1683408453
421,lazaro cardenas,17.9583,-102.2,31.22,55,2,5.22,MX,1683408453
422,baykal'sk,51.5058,104.1469,5.8,65,4,4.88,RU,1683408454
423,kill devil hills,36.0307,-75.676,18.32,59,0,3.6,US,1683408454
424,livani,56.3543,26.1758,-0.34,59,4,1.09,LV,1683408455
425,anshun,26.25,105.9333,16.25,93,100,4.56,CN,1683408455
426,sol'-iletsk,51.1631,54.9918,13.89,36,3,1.05,RU,1683408456
427,camayenne,9.535,-13.6878,29.05,79,40,6.17,GN,1683408456
428,sambava,-14.2667,50.1667,23.0,88,4,3.76,MG,1683408456
429,dompu,-8.5356,118.4622,22.85,97,11,0.95,ID,1683408457
430,barroquinha,-3.0189,-41.1361,25.88,84,29,1.65,BR,1683408457
431,karratha,-20.7377,116.8463,23.74,30,97,7.01,AU,1683408458
432,goya,-29.14,-59.2626,20.73,62,81,0.84,AR,1683408459
433,jodhpur,26.2867,73.03,31.17,30,47,4.1,IN,1683408459
434,crane,31.3974,-102.3501,32.68,10,96,3.46,US,1683408459
435,basoko,1.2391,23.616,22.95,91,90,0.77,CD,1683408460
436,bakchar,57.0186,82.0711,10.99,55,67,1.71,RU,1683408460
437,el nido,11.1858,119.3956,26.89,84,100,3.69,PH,1683408461
438,lamu,-2.2717,40.902,27.12,82,8,5.25,KE,1683408461
439,nuuk,64.1835,-51.7216,1.34,80,75,7.2,GL,1683408461
440,mana,5.6592,-53.7767,27.5,78,100,4.3,GF,1683408462
441,fisterra,42.9049,-9.2629,16.68,93,99,3.77,ES,1683408462
442,amasra,41.7463,32.3863,11.26,89,48,1.31,TR,1683408462
443,solleftea,63.1667,17.2667,3.25,76,73,1.36,SE,1683408319
444,geraldton,-28.7667,114.6,18.23,68,100,7.72,AU,1683408463
445,port blair,11.6667,92.75,28.54,78,66,3.43,IN,1683408232
446,aldan,58.6031,125.3894,1.78,87,98,4.6,RU,1683408464
447,noyabrsk,63.1994,75.4507,1.14,92,100,3.88,RU,1683408464
448,rongelap,11.1635,166.8941,27.32,76,96,8.08,MH,1683408465
449,constantia,44.1833,28.65,11.5,69,18,6.4,RO,1683408465
450,beni,0.5,29.4667,16.82,98,74,1.23,CD,1683408466
451,ciutadella,40.0011,3.8414,18.45,71,100,2.94,ES,1683408466
452,sao vicente,-23.9631,-46.3919,26.1,54,100,2.57,BR,1683408466
453,rockland,41.1668,-74.0496,23.2,35,30,0.45,US,1683408467
454,tosontsengel,48.7567,98.2839,4.13,42,100,2.38,MN,1683408467
455,la ronge,55.1001,-105.2842,15.14,26,40,6.17,CA,1683408468
456,playa blanca,28.8643,-13.8281,22.11,87,5,9.55,ES,1683408468
457,qa'en,33.7265,59.1844,16.11,25,0,0.66,IR,1683408469
458,shimoda,34.6667,138.95,20.06,93,100,7.56,JP,1683408469
459,pola de lena,43.1609,-5.8288,15.02,97,76,1.24,ES,1683408470
460,suez,29.9737,32.5263,19.43,67,1,4.29,EG,1683408451
461,tofol,5.3248,163.0078,28.68,79,77,5.71,FM,1683408471
462,tazovsky,67.4667,78.7,-15.14,97,78,2.43,RU,1683408471
463,xilin hot,43.9667,116.0333,4.21,50,0,2.13,CN,1683408471
464,kangding,30.0513,101.9603,8.61,93,99,0.83,CN,1683408472
465,kruisfontein,-34.0033,24.7314,13.82,91,29,2.91,ZA,1683408472
466,nadym,65.5333,72.5167,-1.86,89,100,5.84,RU,1683408472
467,muli,2.9167,73.5667,28.98,69,100,8.06,MV,1683408473
468,kuantan,3.8077,103.326,26.06,94,20,0.51,MY,1683408328
469,vila franca do campo,37.7167,-25.4333,18.23,93,97,5.12,PT,1683408474
470,san pedro pochutla,15.7333,-96.4667,33.17,54,61,3.55,MX,1683408474
471,newnham,-41.3833,147.1333,3.39,82,16,3.6,AU,1683408474
472,charcas,23.1333,-101.1167,28.26,20,68,3.52,MX,1683408475
473,isla mujeres,21.2311,-86.731,30.09,71,62,4.74,MX,1683408475
474,tual,-5.6667,132.75,28.12,79,98,4.54,ID,1683408475
475,usinsk,65.9939,57.5281,-4.48,81,100,10.1,RU,1683408476
476,tindouf,27.6711,-8.1474,26.25,31,0,9.26,DZ,1683408476
477,san andres,12.5847,-81.7006,31.01,62,20,6.17,CO,1683408477
478,hpa-an,16.8906,97.6333,27.56,77,83,2.1,MM,1683408477
479,prado,-17.3411,-39.2208,23.99,80,0,4.03,BR,1683408477
480,taoudenni,22.6783,-3.9836,37.2,6,100,3.29,ML,1683408478
481,puerto santa,-8.9906,-78.6456,24.02,78,19,5.26,PE,1683408478
482,richards bay,-28.783,32.0377,23.54,66,77,2.72,ZA,1683408479
483,soure,-0.7167,-48.5233,26.44,85,13,4.36,BR,1683408183
484,rayadrug,14.7,76.8667,25.3,73,92,5.42,IN,1683408479
485,goondiwindi,-28.55,150.3167,15.41,36,100,1.67,AU,1683408480
486,hohhot,40.8106,111.6522,2.16,75,0,3.0,CN,1683408480
487,sanctuary point,-35.1114,150.629,13.19,82,89,3.91,AU,1683408481
488,rabo de peixe,37.8,-25.5833,17.73,94,40,5.14,PT,1683408481
489,dubbo,-32.25,148.6167,9.07,93,100,2.06,AU,1683408481
490,gaigeturi,33.4644,126.3183,15.03,94,75,9.77,KR,1683408482
491,shitanjing,39.2342,106.3439,8.65,68,96,2.01,CN,1683408482
492,coxim,-18.5067,-54.76,28.1,61,97,0.4,BR,1683408483
493,kokuy,52.2037,117.5529,4.31,46,6,1.78,RU,1683408483
494,bereznik,62.8551,42.7072,-1.81,76,100,4.46,RU,1683408484
495,zuni pueblo,35.0725,-108.8506,21.35,12,0,10.8,US,1683408484
496,cooper's town,26.8667,-77.5167,23.76,78,71,10.54,BS,1683408484
497,panaba,21.2833,-88.2667,34.59,42,28,9.56,MX,1683408485
498,colonia menno,-22.3667,-59.8167,17.55,87,100,0.75,PY,1683408485
499,ujae,8.9322,165.7642,27.64,82,69,7.81,MH,1683408486
500,nova sintra,14.8667,-24.7167,19.84,80,2,12.23,CV,1683408464
501,padangsidempuan,1.3667,99.2667,22.51,99,100,2.88,ID,1683408486
502,aripuana,-9.1667,-60.6333,25.21,95,99,0.8,BR,1683408487
503,lovington,32.944,-103.3485,31.47,9,44,1.34,US,1683408487
504,pangody,65.85,74.4859,-5.11,93,100,3.91,RU,1683408487
505,salinopolis,-0.6136,-47.3561,27.04,86,41,4.21,BR,1683408488
506,arias,-33.6441,-62.4027,13.76,88,100,2.6,AR,1683408488
507,freeport,40.6576,-73.5832,23.99,45,0,5.66,US,1683408489
508,loukhi,66.0764,33.0381,-4.1,99,63,1.24,RU,1683408489
509,labrador city,52.9463,-66.9114,12.95,35,75,8.23,CA,1683408490
510,poshekhon'ye,58.4993,39.1353,-2.02,84,30,2.94,RU,1683408490
511,zhangye,38.9342,100.4517,8.35,59,100,5.62,CN,1683408490
512,anna regina,7.2644,-58.5077,27.74,72,75,3.55,GY,1683408491
513,cherdyn',60.403,56.4787,5.85,89,100,3.77,RU,1683408491
514,grande prairie,55.1667,-118.8027,20.1,22,20,11.32,CA,1683408346
515,las khorey,11.1595,48.1967,30.92,69,100,0.27,SO,1683408492
516,gantang,26.92,119.6333,21.5,98,93,0.42,CN,1683408493
517,arkhangel'sk,64.5401,40.5433,-3.68,87,67,2.15,RU,1683408204
518,omaruru,-21.4333,15.9333,17.81,46,56,1.86,NA,1683408493
519,sinan,34.8262,126.1086,14.06,91,100,2.74,KR,1683408494
520,buala,-8.145,159.5921,28.3,78,33,2.54,SB,1683408318
521,bata,1.8639,9.7658,25.98,85,100,1.25,GQ,1683408495
522,kismayo,-0.3582,42.5454,26.81,80,0,5.03,SO,1683408495
523,brookings,44.3114,-96.7984,23.03,57,75,8.23,US,1683408495
524,newman,37.3138,-121.0208,21.7,45,98,2.24,US,1683408496
525,gaya,24.7833,85.0,23.95,60,0,1.03,IN,1683408496
526,stephenville,32.2207,-98.2023,32.74,57,40,5.14,US,1683408502
527,mata-utu,-13.2816,-176.1745,28.58,74,5,4.98,WF,1683408502
528,sitamau,24.0167,75.35,29.83,38,97,4.42,IN,1683408503
529,mogadishu,2.0371,45.3438,27.42,82,18,7.94,SO,1683408503
530,dhidhdhoo,6.8833,73.1,29.06,73,100,6.8,MV,1683408503
531,port shepstone,-30.7414,30.455,21.87,67,100,1.62,ZA,1683408504
532,batang,-6.4846,110.7083,26.06,83,85,1.62,ID,1683408504
533,prince rupert,54.3161,-130.3201,10.05,81,100,4.63,CA,1683408505
534,jerez de la frontera,36.6865,-6.1361,19.86,81,0,5.66,ES,1683408505
535,edd,13.9297,41.6925,31.76,59,100,2.8,ER,1683408505
536,taksimo,56.3444,114.8794,3.86,79,100,1.93,RU,1683408506
537,kununurra,-15.7667,128.7333,25.99,44,29,5.14,AU,1683408506
538,al kharj,24.155,47.3346,29.32,17,22,5.12,SA,1683408507
539,annau,37.8876,58.516,18.72,48,20,5.14,TM,1683408507
540,jwaneng,-24.6004,24.7303,19.81,34,29,4.2,BW,1683408508
541,labuan,5.2767,115.2417,26.2,89,20,1.03,MY,1683408508
542,dondo,-19.6094,34.7431,21.73,88,0,1.65,MZ,1683408508
543,chibougamau,49.9168,-74.3659,17.79,27,40,5.66,CA,1683408509
544,santana,-0.0583,-51.1817,29.1,84,40,5.14,BR,1683408509
545,holualoa,19.6228,-155.9522,25.91,81,40,5.14,US,1683408510
546,acapulco de juarez,16.8634,-99.8901,31.9,70,0,4.12,MX,1683408247
547,fallon,39.4735,-118.7774,13.29,59,75,3.6,US,1683408510
548,maues,-3.3836,-57.7186,26.54,91,81,1.09,BR,1683408511
549,grand-bassam,5.2118,-3.7388,28.98,80,56,2.5,CI,1683408512
550,mazagao,-0.115,-51.2894,29.03,85,24,1.58,BR,1683408512
551,okha,53.5739,142.9478,0.87,79,52,3.9,RU,1683408512
552,nar'yan-mar,67.6713,53.087,-8.97,96,11,4.09,RU,1683408513
553,guiuan,11.0333,125.7247,28.18,73,26,2.34,PH,1683408513
